sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
FEMENINO;SERVICIO;VARIEDADES;CABECERA SAN CRISTOBAL;3;60.0;2017-01-04;6894000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE ALIMENTOS;GUAYABAL;2;15.0;2018-11-14;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;POPULAR;2;1.0;2016-09-07;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;BARBERIA;ROBLEDO;1;7.0;2016-03-18;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CHARCUTERIA;ROBLEDO;1;7.0;2016-10-21;1500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;ARANJUEZ;2;4.0;2017-03-06;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;LA LIBERTAD;2;8.0;2018-04-20;2000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PAPELERIA;ENCISO;1;8.0;2017-10-23;7000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;LA MILAGROSA;3;9.0;2018-10-11;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA DE HELADOS;ARANJUEZ;2;4.0;2019-06-20;2000000.0;CREDIOPORTUNO
MASCULINO;INDUSTRIA;FABRICA DE;SANTO DOMINGO SAVIO ;1;1.0;2018-11-16;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VENTA DE CALZADO;PABLO VI;2;2.0;2017-08-30;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;GIMNASIO;ROBLEDO;2;7.0;2017-11-21;2000000.0;EMPRESARIAL ED
FEMENINO;COMERCIO;PELUQUERIA;LORETO;3;9.0;2018-05-03;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;PLAYON DE LOS ;2;2.0;2018-07-17;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MISCELANEA;ARANJUEZ;2;4.0;2018-10-03;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 1;2;4.0;2019-03-28;8281000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RECREATIVO EDUCATIVO;BARRIO CAICEDO;1;9.0;2018-05-28;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;ROBLEDO;2;7.0;2018-03-16;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;CAMPO VALDES NO. 1;3;4.0;2018-08-06;1000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;2;8.0;2018-03-12;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ROBLEDO;2;7.0;2018-06-13;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;BOMBONA NO. 1;3;10.0;2018-02-01;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 1;2;4.0;2017-10-25;7370000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE REPUESTOS;PEDREGAL;2;6.0;2018-12-11;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;FRANCISCO ANTONIO ZEA;3;5.0;2016-08-26;6890000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ARANJUEZ;1;4.0;2017-11-23;4500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;EL PINAL;1;8.0;2016-02-10;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;PEDREGAL;2;6.0;2018-11-14;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;SANTO DOMINGO SAVIO ;2;1.0;2018-05-23;2000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;MISCELANEA;ROBLEDO;3;7.0;2016-10-13;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;GUAYABAL;3;15.0;2018-07-09;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;BELEN;2;16.0;2018-06-20;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;JOYERIA;MANRIQUE CENTRAL NO. 1;3;4.0;2017-09-15;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ROBLEDO;2;7.0;2017-02-03;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CASTILLA;3;5.0;2018-09-21;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;LLANADITAS;1;8.0;2017-02-22;5000000.0;MICROEMPRESARIAL
MASCULINO;AGROPECUARIA;CRIADERO DE ANIMALES;CABECERA SAN ANTONIO ;2;80.0;2018-06-12;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;CASTILLA;3;5.0;2018-12-13;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFE E INTERNET;ARANJUEZ;1;4.0;2016-11-25;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;MANRIQUE ORIENTAL;3;3.0;2019-02-13;8000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FOTOGRAFIA;VERSALLES NO. 1;1;3.0;2018-06-12;7812000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MANRIQUE ORIENTAL;1;3.0;2019-05-03;8000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN CRISTOBAL;1;60.0;2018-12-04;3000000.0;MICROEMPRESARIAL
FEMENINO;AGROPECUARIA;VARIEDADES;ANDALUCIA;2;2.0;2018-06-15;7000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;PANADERIA;POPULAR;1;1.0;2018-01-30;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ROBLEDO;2;7.0;2017-07-24;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;PRADO;3;10.0;2017-06-27;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;GIRARDOT;3;5.0;2016-10-06;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VENTA DE LACTEOS;ROBLEDO;2;7.0;2016-07-07;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;SAN JAVIER NO.1;1;13.0;2018-02-01;6000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;PICACHITO;1;6.0;2018-11-26;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;PUBLICIDAD Y;POPULAR;2;1.0;2016-11-16;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CERRAJERIA;CABECERA SAN ANTONIO ;2;80.0;2018-06-07;3000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;DOCE DE OCTUBRE NO.1;2;6.0;2017-08-28;7300000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE MECANICA;MIRAFLORES;3;9.0;2017-05-23;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;ENCISO;1;8.0;2016-09-07;6890000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;TALLER DE MECANICA;VILLATINA;2;8.0;2017-08-16;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RESTAURANTE;ENCISO;1;8.0;2017-10-26;7300000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VARIEDADES;PEDREGAL;3;6.0;2018-12-04;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;DISTRIBUIDORA DE;SANTA LUCIA;2;12.0;2018-03-16;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE ALIMENTOS;CABECERA SAN CRISTOBAL;2;60.0;2018-07-17;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE ALIMENTOS;LA MILAGROSA;2;9.0;2018-04-04;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;CERRAJERIA;GIRARDOT;3;5.0;2017-02-06;1000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE ELECTRONICA;CENTRO ADMTIVO;2;10.0;2019-01-04;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;GIRARDOT;3;5.0;2018-11-16;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2018-07-16;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;BOYACA;3;5.0;2016-11-08;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE;CASTILLA;3;5.0;2017-01-24;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CHARCUTERIA;MANRIQUE ORIENTAL;2;3.0;2016-04-19;14000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;CASTILLA;3;5.0;2019-06-14;6474000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VARIEDADES;CASTILLA;3;5.0;2017-09-15;5000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE ELECTRONICA;POPULAR;2;1.0;2018-04-16;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;CERRAJERIA;BUENOS AIRES;2;9.0;2017-07-18;7377000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;VARIEDADES;MANRIQUE CENTRAL NO. 1;1;4.0;2017-08-31;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2017-07-11;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;ROBLEDO;1;7.0;2016-06-24;4000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;2;8.0;2018-12-19;780.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;BARBERIA;JUAN XXIII LA QUIEBRA;1;13.0;2017-10-13;5200000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;CABECERA SAN CRISTOBAL;2;60.0;2018-02-07;4500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;PICACHO;2;6.0;2018-03-14;6500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;LEGUMBRERIA;SAN ANTONIO;1;8.0;2017-12-01;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;SAN JAVIER NO.1;2;13.0;2017-10-19;1200000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;POPULAR;2;1.0;2018-11-06;7000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ROBLEDO;1;7.0;2018-02-01;4000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;PLAYON DE LOS ;2;2.0;2016-08-17;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;DOCE DE OCTUBRE NO.1;2;6.0;2019-03-01;828000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 2;2;3.0;2016-04-12;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;VILLA HERMOSA;2;8.0;2018-02-07;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SANTA ROSA DE LIMA;2;13.0;2018-08-29;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;SANTA CRUZ;2;2.0;2017-03-23;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;CASTILLA;3;5.0;2018-11-23;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;SAN JOSE DE LA CIMA NO. ;1;3.0;2017-11-28;7300000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VARIEDADES;ALTAVISTA;2;16.0;2017-07-13;7300000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ARANJUEZ;3;4.0;2018-09-18;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ROBLEDO;3;7.0;2016-06-03;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE REPUESTOS;CABECERA SAN ANTONIO ;3;80.0;2018-02-21;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;CENTRO ADMTIVO;2;10.0;2018-02-20;6000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;PELUQUERIA;SUCRE;3;8.0;2017-12-29;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;SANTO DOMINGO SAVIO ;2;1.0;2016-02-18;6440500.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;BARBERIA;BELENCITO;2;13.0;2016-10-28;6800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;EL SALADO ;1;80.0;2016-07-14;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PAPELERIA;SANTO DOMINGO SAVIO ;1;1.0;2018-06-07;5700000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;GUAYABAL;3;15.0;2018-03-15;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;SAN JAVIER NO.1;3;13.0;2018-04-24;3500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;MARROQUINERIA;PRADO;3;10.0;2016-02-02;5600000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE;BELENCITO;2;13.0;2017-12-07;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;1;8.0;2016-09-07;6800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;COMIDAS RAPIDAS;FRANCISCO ANTONIO ZEA;3;5.0;2016-12-14;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;LA AMERICA;3;12.0;2016-08-22;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;LA AMERICA;3;12.0;2016-07-14;700000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA NATURISTA;ROBLEDO;2;7.0;2017-01-11;4000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;3;4.0;2018-03-07;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SAN JAVIER NO.1;2;13.0;2019-04-01;8000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;PANADERIA;MANRIQUE CENTRAL NO. 2;1;3.0;2018-02-22;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFE E INTERNET;BUENOS AIRES;3;9.0;2017-01-30;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ARANJUEZ;1;4.0;2018-02-15;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ARANJUEZ;3;4.0;2018-05-23;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ROBLEDO;2;7.0;2018-05-29;6500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CAFETERIA;CAMPO VALDES NO. 1;3;4.0;2018-01-16;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;SANTA CRUZ;1;2.0;2019-02-21;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;VILLA DEL SOCORRO;2;2.0;2017-09-06;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;POPULAR;2;1.0;2018-07-25;2500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;BARES;CAMPO VALDES NO. 1;3;4.0;2017-05-03;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CHARCUTERIA;20 DE JULIO;1;13.0;2016-10-07;6000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;VENTA DE LACTEOS;MANRIQUE CENTRAL NO. 1;3;4.0;2017-04-06;7377000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;MANTENIMIENTO EN;CABECERA SAN CRISTOBAL;2;60.0;2016-04-06;6800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;POPULAR;2;1.0;2018-06-05;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;CABECERA SAN ANTONIO ;2;80.0;2016-08-01;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;SAN JAVIER NO.2;3;10.0;2017-05-30;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 1;1;4.0;2017-11-17;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;BARBERIA;ARANJUEZ;3;4.0;2018-05-04;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;POPULAR;2;1.0;2017-02-20;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ARANJUEZ;2;4.0;2018-07-16;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;2;8.0;2016-03-29;5000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TIENDA;BUENOS AIRES;2;9.0;2016-07-26;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;LLANADITAS;1;8.0;2018-03-05;4400000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA DE HELADOS;LORETO;3;9.0;2018-04-20;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN ANTONIO ;2;80.0;2017-09-07;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;ROBLEDO;1;7.0;2018-06-08;4000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;VENTA DE CALZADO;MANRIQUE CENTRAL NO. 1;1;4.0;2017-06-07;4000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;BARRIO CAICEDO;1;9.0;2018-06-21;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN ANTONIO ;2;80.0;2017-03-27;7377000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SAN JAVIER NO.1;3;13.0;2017-05-30;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;BARES;CAMPO VALDES NO. 1;2;4.0;2017-05-09;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;DISTRIBUIDORA DE;BELEN;3;16.0;2018-11-08;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;LAS GRANJAS;2;3.0;2018-06-22;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 2;3;3.0;2019-01-04;6350000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2018-02-09;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;MORAVIA;2;4.0;2018-08-29;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PRODUCTOS DE BELLEZA;BOYACA;3;5.0;2017-10-09;7370000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;CABECERA SAN CRISTOBAL;2;60.0;2017-10-20;4000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FLORISTERIA;CABECERA SAN CRISTOBAL;2;60.0;2017-10-12;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PANADERIA;FRANCISCO ANTONIO ZEA;3;60.0;2017-07-26;7370000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;GUAYABAL;3;15.0;2018-04-30;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;EL SALVADOR;3;9.0;2018-03-20;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;MISCELANEA;SANTA CRUZ;2;2.0;2017-12-19;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;POPULAR;2;1.0;2017-03-30;7000000.0;MICROEMPRESARIAL
MASCULINO;AGROPECUARIA;SEMBRADOS;CABECERA SAN CRISTOBAL;2;60.0;2018-09-11;19000000.0;AGROPECUARIA
MASCULINO;COMERCIO;TIENDA;CABECERA SAN CRISTOBAL;2;60.0;2018-03-23;2500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SAN JAVIER NO.1;2;13.0;2017-12-21;5200000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE CALZADO;CABECERA SAN CRISTOBAL;3;60.0;2017-08-03;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;SAN JAVIER NO.1;1;13.0;2018-03-05;6500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;VILLATINA;2;8.0;2016-10-10;2500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;ALEJANDRO ECHAVARRIA;3;9.0;2016-12-07;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;ZONA EXPANSION SAN ;2;80.0;2016-07-06;2500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;CAMPO VALDES NO. 1;3;4.0;2017-06-16;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;TOSCANA;3;5.0;2018-01-24;2000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;RESTAURANTE;LA MILAGROSA;3;9.0;2017-05-24;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LA FRANCIA;2;2.0;2017-08-31;3000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RESTAURANTE;FRANCISCO ANTONIO ZEA;3;5.0;2016-05-31;4000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;EBANISTARIA;CASTILLA;3;5.0;2017-11-07;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;CABECERA SAN ANTONIO ;2;80.0;2017-10-24;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PANADERIA;PALMITAS;2;50.0;2016-07-21;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2017-09-29;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;POPULAR;1;1.0;2017-10-23;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;MANRIQUE CENTRAL NO. 1;2;4.0;2018-01-25;7810000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE CALZADO;POPULAR;2;1.0;2016-10-28;6800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;PAJARITO;2;60.0;2017-06-14;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;JOYERIA;CABECERA SAN ANTONIO ;3;80.0;2017-11-08;248911.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;BELEN;3;16.0;2018-02-14;2000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VARIEDADES;GUAYABAL;3;15.0;2018-07-04;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;RECREATIVO EDUCATIVO;MANRIQUE CENTRAL NO. 2;2;3.0;2016-05-11;6800000.0;MICROEMPRESARIAL
FEMENINO;AGROPECUARIA;JARDINERIA;SANTA ELENA CENTRAL;2;90.0;2017-02-22;13000000.0;AGROPECUARIA
FEMENINO;INDUSTRIA;FOTOGRAFIA;SANTA MONICA;3;12.0;2018-08-08;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE ALIMENTOS;CALASANZ;3;12.0;2018-11-15;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;ALFONSO LOPEZ;2;5.0;2016-02-18;6890000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BELEN;3;16.0;2019-05-29;1850000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VARIEDADES;ROBLEDO;3;7.0;2017-08-15;7377000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE AREPAS;ARANJUEZ;2;4.0;2016-03-04;4000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;POPULAR;1;1.0;2018-10-03;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;PRADO;3;10.0;2017-03-28;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;VILLA DEL SOCORRO;2;2.0;2017-07-04;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LA FLORESTA;2;12.0;2017-10-31;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;GUAYABAL;3;15.0;2019-01-22;8200000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MISCELANEA;BARRIO CAICEDO;2;9.0;2016-11-02;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BOYACA;3;5.0;2018-06-07;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ANDALUCIA;2;2.0;2017-07-06;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ARANJUEZ;2;4.0;2018-10-31;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;CABECERA SAN CRISTOBAL;2;60.0;2018-01-30;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;PANADERIA;MANRIQUE CENTRAL NO. 2;3;3.0;2016-05-12;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;MANRIQUE CENTRAL NO. 1;2;4.0;2018-06-08;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;COMIDAS RAPIDAS;SANTANDER;2;6.0;2016-09-15;1000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ARANJUEZ;1;4.0;2017-09-25;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VIVEROS;BELEN;3;16.0;2017-08-10;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BARRIO CAICEDO;1;9.0;2019-03-14;7250000.0;MICROEMPRESARIAL
