sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;3;3.0;2017-05-03;7370000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;PANADERIA;LAS INDEPENDENCIAS;1;13.0;2016-12-19;1000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;COMIDAS RAPIDAS;SAN JAVIER NO.1;2;13.0;2018-11-08;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;TALLER DE MECANICA;ARANJUEZ;2;4.0;2017-03-10;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;LA FLORIDA;2;14.0;2018-04-24;3345000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE ELECTRONICA;PEDREGAL;2;6.0;2017-11-01;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;ENCISO;3;8.0;2016-08-10;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;SAN JAVIER NO.1;2;13.0;2018-05-08;6500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PUBLICIDAD Y;ENCISO;2;8.0;2019-04-03;4500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;LOPEZ DE MESA;3;7.0;2018-05-11;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RESTAURANTE;BARRIO CAICEDO;1;9.0;2016-02-20;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CHARCUTERIA;GIRARDOT;3;5.0;2017-02-09;7377000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;VILLA HERMOSA;2;8.0;2018-06-07;6000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;GIMNASIO;ENCISO;2;8.0;2018-10-11;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;VILLA HERMOSA;3;60.0;2016-09-28;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;PRADO;3;10.0;2017-10-10;4426000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;TIENDA;CABECERA SAN ANTONIO ;3;80.0;2018-11-26;6662000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;VARIEDADES;EL SALVADOR;3;9.0;2018-07-17;19000000.0;EMPRESARIAL ED
FEMENINO;COMERCIO;TIENDA;NUEVOS CONQUISTADORES;1;13.0;2017-06-28;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;BUENOS AIRES;3;9.0;2016-04-20;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;PALMITAS;2;50.0;2017-09-19;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE;CABECERA SAN CRISTOBAL;2;60.0;2017-08-11;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;POPULAR;2;1.0;2018-07-23;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;ENCISO;2;8.0;2019-03-20;8200000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;EL SALVADOR;2;9.0;2017-01-25;6800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SANTO DOMINGO SAVIO ;1;1.0;2016-12-26;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;FLORENCIA;3;5.0;2018-10-03;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;ENCISO;2;8.0;2017-10-05;7377000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE ELECTRONICA;ROBLEDO;2;7.0;2017-07-26;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;RECREATIVO EDUCATIVO;LA LOMA ORIENTAL;2;60.0;2018-12-19;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TALLER DE MECANICA;POPULAR;2;1.0;2019-06-05;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;DISTRIBUIDORA DE;BUENOS AIRES;3;9.0;2016-07-25;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MISCELANEA;SANTA CRUZ;2;2.0;2018-07-11;3300000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RESTAURANTE;MIRANDA;2;4.0;2017-03-17;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;VILLA NIZA;2;2.0;2018-04-05;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;FLORENCIA;3;5.0;2018-04-26;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;LAVANDERIA;CABECERA SAN CRISTOBAL;3;60.0;2018-06-12;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;SANTO DOMINGO SAVIO ;1;1.0;2019-03-15;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFETERIA;MANRIQUE CENTRAL NO. 1;1;4.0;2018-03-09;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;AURES NO. 2;2;7.0;2016-10-07;6800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;SANTO DOMINGO SAVIO ;1;1.0;2018-11-08;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;LEGUMBRERIA;ROBLEDO;2;7.0;2017-05-30;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;TRINIDAD;3;15.0;2018-05-23;2500000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;RECREATIVO EDUCATIVO;BARRIO CAICEDO;2;9.0;2018-11-14;7500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;CASTILLA;3;5.0;2018-06-18;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PAPELERIA;VILLA HERMOSA;3;8.0;2016-10-12;6890000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SAN JAVIER NO.1;2;13.0;2017-11-07;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SUCRE;3;8.0;2016-08-05;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;LEGUMBRERIA;SANTO DOMINGO SAVIO ;1;1.0;2017-07-21;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE CALZADO;CASTILLA;3;5.0;2018-05-02;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SAN ANTONIO;3;8.0;2017-06-16;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN CRISTOBAL;3;60.0;2017-05-31;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2017-10-23;7300000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CAFE E INTERNET;LA PRADERA;1;13.0;2016-02-15;6800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PRODUCTOS DE BELLEZA;CABECERA SAN ANTONIO ;3;80.0;2019-03-06;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;EL SALVADOR;2;9.0;2018-07-09;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;DOCE DE OCTUBRE NO.1;2;6.0;2017-03-06;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE ALIMENTOS;LOS MANGOS;2;8.0;2016-12-13;6900000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;CABECERA SAN CRISTOBAL;2;60.0;2016-12-01;1000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;MANRIQUE CENTRAL NO. 1;2;4.0;2019-02-28;8200000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;MISCELANEA;MANRIQUE ORIENTAL;2;3.0;2016-10-18;6500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ROBLEDO;1;7.0;2017-05-23;2500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;EDUARDO SANTOS;2;13.0;2017-11-17;7370000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;MANRIQUE CENTRAL NO. 1;2;4.0;2018-03-12;7000000.0;MICROEMPRESARIAL
FEMENINO;AGROPECUARIA;VARIEDADES;EL SALVADOR;3;9.0;2018-02-16;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE CALZADO;ARANJUEZ;2;4.0;2018-07-27;4000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;LAS BRISAS;3;5.0;2017-11-07;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;GUAYABAL;3;15.0;2017-07-17;7300000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;VILLATINA;1;8.0;2019-05-27;8281000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;SANTA CRUZ;1;2.0;2018-03-15;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;ROBLEDO;2;7.0;2018-02-06;7300000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2016-05-11;5800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;MORAVIA;2;4.0;2018-07-12;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;BOSTON;2;10.0;2019-06-14;2000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BUENOS AIRES;3;9.0;2017-07-31;7377000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;PLAYON DE LOS ;2;2.0;2018-06-13;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;LA FLORESTA;2;12.0;2019-04-04;6500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;POPULAR;1;1.0;2016-10-24;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;CAMPO VALDES NO. 1;3;4.0;2019-06-19;8000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;GIMNASIO;MANRIQUE CENTRAL NO. 1;2;4.0;2017-05-24;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;BOSTON;2;10.0;2017-11-10;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CERRAJERIA;CABECERA SAN CRISTOBAL;3;60.0;2017-06-30;7377000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BARRIO CAICEDO;1;9.0;2017-09-19;7200000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;JOYERIA;SANTA ELENA CENTRAL;3;90.0;2016-11-02;5500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;BOMBONA NO. 1;3;10.0;2018-02-05;78000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BELEN;3;16.0;2017-12-14;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;DISTRIBUIDORA DE;CENTRO ADMTIVO;3;10.0;2018-08-13;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MARQUETERIA;ROBLEDO;2;7.0;2017-11-20;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;GUAYABAL;3;15.0;2018-02-13;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;TIENDA DE HELADOS;ROBLEDO;2;7.0;2016-04-21;6500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;ALTAVISTA;2;70.0;2018-04-04;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 1;2;4.0;2018-04-26;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MISCELANEA;ROBLEDO;2;7.0;2018-03-21;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PUBLICIDAD Y;BUENOS AIRES;3;9.0;2017-02-07;30246396.0;EMPRESARIAL ED
FEMENINO;COMERCIO;COMIDAS RAPIDAS;BARRIO CAICEDO;1;9.0;2018-02-02;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA DE HELADOS;ARANJUEZ;3;4.0;2016-06-13;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ANDALUCIA;2;2.0;2018-11-07;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;EL SALADO;1;13.0;2018-03-23;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;PEDREGAL ALTO;2;60.0;2018-11-28;6500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PRODUCTOS DE BELLEZA;ARANJUEZ;3;4.0;2018-07-10;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;BELEN;2;16.0;2017-11-15;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;POPULAR;2;1.0;2018-07-04;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;LA MILAGROSA;3;9.0;2018-08-13;7377170.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;SAN JAVIER NO.1;1;13.0;2018-02-01;7300000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2018-08-24;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SANTA CRUZ;2;2.0;2017-09-15;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CARPINTERIA;ARANJUEZ;3;4.0;2017-05-30;7370000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;BARBERIA;MANRIQUE ORIENTAL;1;3.0;2018-08-08;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;PAPELERIA;CATALUNA;3;9.0;2018-09-05;3000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TIENDA;SAN ANTONIO;2;8.0;2017-12-26;737717.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;LAS PALMAS;3;10.0;2018-10-24;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CAFE E INTERNET;BELEN;2;16.0;2016-10-28;1000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;BARRIO CAICEDO;1;9.0;2018-04-18;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;TRINIDAD;3;15.0;2018-03-06;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;VARIEDADES;SANTO DOMINGO SAVIO ;2;1.0;2016-10-05;6800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;JESUS NAZARENO;3;10.0;2018-09-24;2000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 2;2;3.0;2019-01-15;8200000.0;MICROEMPRESARIAL
MASCULINO;AGROPECUARIA;CRIADERO DE ANIMALES;PALMITAS;2;50.0;2018-06-20;15000000.0;AGROPECUARIA
FEMENINO;SERVICIO;ALMACEN DE ROPA EN;BELEN;3;16.0;2018-12-06;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;20 DE JULIO;1;13.0;2016-09-14;6890000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;PUBLICIDAD Y;ARANJUEZ;2;4.0;2017-08-02;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MONTALLANTAS;MANRIQUE ORIENTAL;2;3.0;2017-03-08;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;ENCISO;2;8.0;2019-05-16;8000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;CAFE E INTERNET;ENCISO;2;8.0;2017-05-26;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CAMPO VALDES NO. 1;3;4.0;2016-09-13;6890000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;3;3.0;2017-03-09;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;3;7.0;2016-06-14;6894540.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;FLORENCIA;3;5.0;2019-01-29;7000000.0;MICROEMPRESARIAL
FEMENINO;AGROPECUARIA;VIVEROS;SAN JAVIER NO.1;2;13.0;2016-06-08;5000000.0;AGROPECUARIA
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;DOCE DE OCTUBRE NO.1;2;6.0;2016-11-03;6890000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;MARROQUINERIA;CABECERA SAN CRISTOBAL;3;60.0;2017-10-23;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PELUQUERIA;LA FLORESTA;2;12.0;2017-06-20;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ROBLEDO;3;7.0;2017-02-20;7300000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;MANRIQUE CENTRAL NO. 2;2;3.0;2017-11-29;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;LEGUMBRERIA;POPULAR;2;1.0;2016-12-23;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 2;3;3.0;2017-08-11;2000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;MANRIQUE CENTRAL NO. 1;3;4.0;2017-08-24;7300000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BELEN;2;16.0;2016-12-05;6800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TALLER DE MECANICA;SANTANDER;2;6.0;2018-01-24;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;2;8.0;2017-01-13;5000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;FABRICA DE HELADOS;FLORENCIA;3;5.0;2018-02-27;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MIRANDA;2;4.0;2018-10-24;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;BUENOS AIRES;2;9.0;2018-03-13;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;ROBLEDO;3;7.0;2018-07-31;17187000.0;EMPRESARIAL ED
MASCULINO;SERVICIO;TALLER DE MECANICA;SAN PABLO;1;1.0;2017-09-05;7300000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;COMIDAS RAPIDAS;CABECERA SAN CRISTOBAL;1;60.0;2016-11-17;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;BELEN;3;16.0;2017-07-19;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;3;7.0;2017-08-28;7377000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;SANTA CRUZ;2;2.0;2017-02-23;5500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CAFETERIA;BARRIO CAICEDO;2;9.0;2017-02-28;1500000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;1;4.0;2018-04-26;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PANADERIA;VILLA GUADALUPE;2;1.0;2017-11-02;7300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;MANRIQUE CENTRAL NO. 2;2;3.0;2017-04-18;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;DOCE DE OCTUBRE NO.1;1;6.0;2018-08-28;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;LA MILAGROSA;3;9.0;2016-10-20;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;ROBLEDO;1;7.0;2017-03-24;7300000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;CABECERA SAN CRISTOBAL;3;60.0;2016-10-05;236824.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;POPULAR;2;1.0;2017-09-21;4000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;NUEVOS CONQUISTADORES;1;13.0;2017-05-23;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA DE HELADOS;CASTILLA;3;5.0;2017-01-13;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;BARRIO CAICEDO;2;9.0;2018-08-06;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ARANJUEZ;2;4.0;2017-11-22;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CHARCUTERIA;ROBLEDO;2;7.0;2017-05-17;75000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TALLER DE ELECTRONICA;CAMPO VALDES NO. 1;3;4.0;2018-01-16;7812000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;LAVANDERIA;MORAVIA;0;4.0;2016-07-12;3000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FABRICA DE;LA MILAGROSA;3;9.0;2016-09-06;6890000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE CALZADO;CAMPO VALDES NO. 2;3;3.0;2018-09-20;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;MARROQUINERIA;SANTA CRUZ;2;2.0;2018-05-16;4500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;LA FLORESTA;2;12.0;2017-12-04;7370000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VENTA DE REPUESTOS;DOCE DE OCTUBRE NO.1;2;6.0;2019-02-15;8200000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ARANJUEZ;3;4.0;2018-07-09;6000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;SAN JAVIER NO.1;1;13.0;2016-06-07;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;MANRIQUE ORIENTAL;2;3.0;2016-05-26;4500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2018-02-26;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;JUAN XXIII LA QUIEBRA;1;13.0;2018-03-14;1000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CASTILLA;2;5.0;2017-11-21;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;SANTO DOMINGO SAVIO ;1;1.0;2018-04-12;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;POPULAR;2;1.0;2018-10-11;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2017-10-12;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SANTA CRUZ;2;2.0;2016-07-08;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA DE HELADOS;CABECERA SAN ANTONIO ;2;80.0;2018-01-30;4000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;20 DE JULIO;1;13.0;2016-06-02;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;DOCE DE OCTUBRE NO.1;2;6.0;2017-01-13;7377000.0;MICROEMPRESARIAL
MASCULINO;AGROPECUARIA;SEMBRADOS;CABECERA SAN CRISTOBAL;2;60.0;2018-06-19;10000000.0;AGROPECUARIA
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;CARPINELO;1;1.0;2018-10-31;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;CERRAJERIA;SAN JAVIER NO.1;1;13.0;2016-10-11;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CAFE E INTERNET;ROBLEDO;2;7.0;2016-05-10;6895000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CAFE E INTERNET;BELLO HORIZONTE;1;7.0;2017-04-04;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LAS PALMAS;2;90.0;2017-03-02;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 1;3;4.0;2018-03-13;3500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;SAN JAVIER NO.1;3;13.0;2018-04-25;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MANTENIMIENTO EN;SAN JAVIER NO.1;2;13.0;2018-08-30;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ARANJUEZ;3;4.0;2017-02-20;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;POPULAR;1;1.0;2018-07-19;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ARANJUEZ;2;4.0;2018-02-13;1500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CHARCUTERIA;CASTILLA;3;5.0;2016-07-25;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SANTA CRUZ;2;2.0;2017-10-24;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE MECANICA;BUENOS AIRES;3;9.0;2016-09-19;3500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;FLORENCIA;3;5.0;2017-07-31;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE PRODUCTOS;ENCISO;1;8.0;2019-04-23;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;JESUS NAZARENO;3;10.0;2018-03-08;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BELEN;2;16.0;2017-10-13;5500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MANTENIMIENTO EN;ROBLEDO;2;7.0;2018-05-22;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;POPULAR;2;1.0;2019-03-19;8281000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;CARPINTERIA;BELEN;2;16.0;2017-04-03;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DROGUERIA;PALERMO;2;4.0;2016-05-16;15000000.0;EMPRESARIAL ED
